epoch	accuracy	loss	val_accuracy	val_loss
0	0.9075025916099548	0.26097404956817627	0.8928807973861694	0.2571726143360138
1	0.9530804753303528	0.13775211572647095	0.9036016464233398	0.2508178949356079
2	0.9554212093353271	0.11950226128101349	0.9145231246948242	0.2050177901983261
3	0.9591893553733826	0.10980266332626343	0.9210793375968933	0.19442038238048553
4	0.9403409957885742	0.15852129459381104	0.9312270879745483	0.1671803742647171
5	0.9547269344329834	0.12563630938529968	0.9266775846481323	0.17507831752300262
6	0.951968252658844	0.12828651070594788	0.9257208704948425	0.1823899894952774
7	0.9502362012863159	0.13264356553554535	0.931843638420105	0.15979041159152985
8	0.9276288151741028	0.17852361500263214	0.916549563407898	0.19483745098114014
9	0.9533669948577881	0.1253776103258133	0.9269261360168457	0.17464838922023773
10	0.9638411402702332	0.10060025751590729	0.9287675619125366	0.16509462893009186
11	0.9722706079483032	0.08010590821504593	0.9302234649658203	0.16949647665023804
12	0.9665469527244568	0.08672156929969788	0.9334931373596191	0.16037848591804504
13	0.9662296175956726	0.09115047007799149	0.9291947484016418	0.17054936289787292
14	0.9441966414451599	0.14595216512680054	0.9330280423164368	0.1674058735370636
15	0.957973062992096	0.11579184979200363	0.9331442713737488	0.16187672317028046
16	0.9552603363990784	0.12068291753530502	0.929670512676239	0.16357193887233734
17	0.9540707468986511	0.12506066262722015	0.9317845702171326	0.1596180647611618
18	0.9327747821807861	0.1701715737581253	0.9124109745025635	0.1985517293214798
19	0.9568848609924316	0.11755619198083878	0.9266794323921204	0.17353394627571106
20	0.9659206867218018	0.09383881837129593	0.9304651021957397	0.1619839072227478
21	0.9733747839927673	0.07582864165306091	0.9321463704109192	0.17493632435798645
22	0.9673735499382019	0.08468601852655411	0.9338752627372742	0.16235804557800293
23	0.9681282639503479	0.08679458498954773	0.933494508266449	0.17237251996994019
24	0.9449405670166016	0.14261263608932495	0.9339315295219421	0.15907461941242218
25	0.9596829414367676	0.11167434602975845	0.933278501033783	0.16139492392539978
26	0.9561010599136353	0.11900578439235687	0.9291667938232422	0.16244332492351532
27	0.9543684124946594	0.12337549030780792	0.9281253218650818	0.16963747143745422
28	0.9336934089660645	0.16690966486930847	0.9279017448425293	0.16700796782970428
29	0.9580920338630676	0.11186692863702774	0.9305026531219482	0.16880451142787933
30	0.9656321406364441	0.09467215836048126	0.9353953003883362	0.15409612655639648
31	0.9752421975135803	0.07096821069717407	0.9327392578125	0.1641124039888382
32	0.9676239490509033	0.08382029831409454	0.9336429238319397	0.1612280309200287
33	0.9696621894836426	0.08237767219543457	0.9352344274520874	0.1608743965625763
34	0.9461046457290649	0.13980816304683685	0.9351788759231567	0.16374920308589935
35	0.9600627422332764	0.11184236407279968	0.9348384141921997	0.15700596570968628
36	0.9560515880584717	0.11744573712348938	0.9327402114868164	0.15855686366558075
37	0.9543168544769287	0.1235869973897934	0.9309316277503967	0.1683541238307953
38	0.9340326189994812	0.16294343769550323	0.9366578459739685	0.14941152930259705
39	0.9607652425765991	0.10628002882003784	0.9281312823295593	0.17859876155853271
40	0.963353157043457	0.09919209778308868	0.9361945986747742	0.15621404349803925
41	0.974862277507782	0.07161606848239899	0.9321702718734741	0.16832974553108215
42	0.9676018357276917	0.08294128626585007	0.9324010014533997	0.16268762946128845
43	0.9694320559501648	0.08398598432540894	0.9340300559997559	0.16617102921009064
44	0.945212185382843	0.14207078516483307	0.9340086579322815	0.16327258944511414
45	0.9598384499549866	0.11321082711219788	0.9349600672721863	0.1564142256975174
46	0.9567916989326477	0.11679208278656006	0.9291437268257141	0.1634085476398468
47	0.952717125415802	0.12500342726707458	0.9336826205253601	0.15518049895763397
48	0.93684321641922	0.1584111601114273	0.9344618916511536	0.1532651036977768
49	0.9625537991523743	0.10335078835487366	0.9327157139778137	0.1687932312488556
